"","School","G","W","L","W-L%","SRS","SOS","Tm.","Opp.","Pace","ORtg","FTr","3PAr","TS%","TRB%","AST%","STL%","BLK%","eFG%","TOV%","ORB%","FT/FGA","year","NCAABirth","END"
"4255","Temple ","34","26","8",".765","12.35","4.23","2400","2124","65.5","106.6",".338",".300",".532","51.8","58.9","10.3","11.3",".500","14.0","32.1",".236",2011,"NCAA","Temple "
"4259","Tennessee ","34","19","15",".559","11.08","8.73","2376","2296","67.1","103.3",".397",".300",".515","52.6","52.9","10.9","10.6",".476","16.4","37.8",".272",2011,"NCAA","Tennessee "
"4261","Texas A&M ","33","24","9",".727","12.62","5.94","2254","2009","63.1","106.6",".465",".311",".537","54.7","58.6","10.2","4.5",".494","16.9","38.2",".324",2011,"NCAA","Texas A&M "
"4268","Texas-San Antonio ","34","20","14",".588","-5.80","-4.93","2384","2363","68.8","102.0",".414",".356",".532","48.9","53.6","10.3","6.5",".491","17.1","30.4",".292",2011,"NCAA","Texas-San Antonio "
"4272","Texas ","36","28","8",".778","20.82","7.96","2701","2238","67.8","109.9",".431",".255",".534","54.3","50.8","8.4","11.7",".502","14.4","38.2",".282",2011,"NCAA","Texas "
"4278","UCLA ","34","23","11",".676","11.70","7.93","2382","2254","66.8","103.8",".443",".290",".539","53.1","59.4","8.1","13.6",".502","18.5","36.0",".301",2011,"NCAA","UCLA "
"4279","Utah State ","34","30","4",".882","13.23","0.50","2449","1995","64.1","111.6",".427",".314",".569","55.7","59.5","7.4","9.2",".527","15.7","34.5",".315",2011,"NCAA","Utah State "
"4283","Vanderbilt ","34","23","11",".676","15.10","6.86","2581","2301","67.6","111.1",".452",".382",".573","51.7","53.5","7.5","11.5",".529","16.4","32.9",".336",2011,"NCAA","Vanderbilt "
"4287","Villanova ","33","21","12",".636","15.05","8.23","2384","2159","65.7","109.6",".423",".332",".546","53.2","56.5","9.6","10.7",".495","15.2","35.8",".320",2011,"NCAA","Villanova "
"4288","Virginia Commonwealth ","40","28","12",".700","8.56","3.78","2864","2673","65.3","108.3",".370",".412",".547","47.0","60.2","12.4","9.1",".511","14.7","30.9",".264",2011,"NCAA","Virginia Commonwealth "
"4295","Washington ","35","24","11",".686","20.12","7.74","2907","2474","72.0","114.5",".315",".363",".559","52.9","55.9","9.2","12.3",".537","14.1","37.7",".212",2011,"NCAA","Washington "
"4297","West Virginia ","33","21","12",".636","16.15","11.03","2303","2134","64.0","109.0",".409",".335",".528","52.4","62.7","7.3","11.0",".485","15.4","40.2",".291",2011,"NCAA","West Virginia "
"4305","Wisconsin ","34","25","9",".735","18.77","9.42","2310","1992","57.3","117.7",".295",".412",".560","51.9","55.4","6.2","9.0",".518","11.1","32.6",".241",2011,"NCAA","Wisconsin "
"4306","Wofford ","34","21","13",".618","4.35","-1.21","2502","2313","64.6","111.3",".420",".266",".563","50.8","55.2","10.1","6.9",".530","15.4","34.1",".291",2011,"NCAA","Wofford "
"4311","Xavier ","32","24","8",".750","11.88","4.41","2306","2067","65.3","108.7",".445",".309",".560","53.3","54.1","8.2","8.7",".512","15.8","32.4",".332",2011,"NCAA","Xavier "
"4319","Alabama ","33","21","12",".636","13.76","7.18","2135","1918","62.9","102.2",".362",".273",".529","49.9","51.7","11.4","12.0",".491","17.3","33.5",".257",2012,"NCAA","Alabama "
"4336","Baylor ","38","30","8",".789","16.54","8.03","2839","2483","67.1","111.0",".353",".315",".566","52.0","56.8","11.2","12.5",".528","17.2","38.4",".266",2012,"NCAA","Baylor "
"4337","Belmont ","35","27","8",".771","11.81","-1.22","2831","2363","68.7","117.0",".385",".403",".591","49.7","62.2","10.5","5.7",".558","15.2","34.5",".282",2012,"NCAA","Belmont "
"4345","Brigham Young ","35","26","9",".743","11.25","1.55","2727","2358","73.0","106.7",".367",".323",".553","50.2","61.3","11.6","11.9",".521","16.1","30.6",".257",2012,"NCAA","Brigham Young "
"4361","University of California ","34","24","10",".706","13.79","4.53","2419","2104","66.3","107.3",".341",".229",".554","51.4","60.5","7.1","8.0",".517","15.8","32.1",".254",2012,"NCAA","University of California "
"4372","Cincinnati ","37","26","11",".703","12.93","6.28","2522","2276","64.1","104.9",".293",".348",".505","48.1","51.8","12.4","12.0",".480","13.9","35.7",".189",2012,"NCAA","Cincinnati "
"4381","Colorado State ","32","20","12",".625","6.58","5.23","2243","2177","64.5","107.4",".423",".292",".576","49.2","50.9","8.2","5.7",".530","17.3","28.7",".324",2012,"NCAA","Colorado State "
"4382","Colorado ","36","24","12",".667","7.91","5.73","2429","2269","66.0","101.9",".432",".305",".538","50.2","50.5","8.8","9.0",".499","17.2","30.1",".299",2012,"NCAA","Colorado "
"4384","Connecticut ","34","20","14",".588","12.27","8.07","2336","2193","64.1","106.0",".346",".293",".528","49.3","53.3","9.0","17.6",".500","15.9","36.3",".229",2012,"NCAA","Connecticut "
"4387","Creighton ","35","29","6",".829","12.92","3.41","2772","2439","67.3","116.9",".381",".350",".607","52.1","63.2","7.1","5.8",".578","15.6","30.8",".276",2012,"NCAA","Creighton "
"4389","Davidson ","33","25","8",".758","7.26","-1.68","2571","2238","68.8","112.4",".371",".386",".555","52.1","51.8","8.0","8.7",".511","14.3","35.4",".283",2012,"NCAA","Davidson "
"4395","Detroit Mercy ","36","22","14",".611","2.40","-0.01","2597","2432","67.1","107.1",".427",".275",".538","49.2","51.3","11.2","13.2",".491","15.7","35.8",".312",2012,"NCAA","Detroit Mercy "
"4398","Duke ","34","27","7",".794","17.05","8.40","2628","2334","68.3","112.3",".451",".386",".565","49.8","48.4","9.0","9.0",".528","15.1","34.7",".316",2012,"NCAA","Duke "
"4416","Florida State ","35","25","10",".714","14.53","7.62","2443","2201","67.3","102.3",".348",".318",".545","50.0","48.7","11.1","17.0",".512","19.7","35.0",".246",2012,"NCAA","Florida State "
"4417","Florida ","37","26","11",".703","18.25","7.33","2808","2404","65.1","115.4",".332",".446",".576","49.2","56.5","9.6","8.8",".548","14.4","33.5",".237",2012,"NCAA","Florida "
"4426","Georgetown ","33","24","9",".727","16.81","7.69","2278","1959","63.3","107.4",".386",".308",".552","52.1","55.6","9.4","13.2",".519","16.8","35.8",".270",2012,"NCAA","Georgetown "
"4431","Gonzaga ","33","26","7",".788","13.86","3.25","2436","2086","66.4","110.7",".461",".326",".574","52.0","55.3","10.1","8.5",".535","17.0","34.6",".330",2012,"NCAA","Gonzaga "
"4436","Harvard ","31","26","5",".839","7.84","-1.56","2033","1724","60.9","107.3",".411",".348",".571","51.3","57.7","9.7","12.1",".529","17.5","30.3",".307",2012,"NCAA","Harvard "
"4452","Indiana ","36","27","9",".750","18.63","7.80","2782","2392","66.9","115.5",".445",".275",".596","50.8","51.3","9.7","8.5",".552","16.5","35.3",".340",2012,"NCAA","Indiana "
"4453","Iona ","33","25","8",".758","8.36","-1.82","2736","2400","71.4","114.8",".303",".323",".588","48.1","62.5","10.1","5.5",".565","15.1","32.1",".216",2012,"NCAA","Iona "
"4454","Iowa State ","34","23","11",".676","13.32","7.32","2490","2286","67.5","108.5",".387",".416",".557","51.8","57.1","8.5","7.1",".526","15.8","32.3",".266",2012,"NCAA","Iowa State "
"4462","Kansas State ","33","22","11",".667","14.47","7.53","2343","2114","67.0","104.8",".432",".295",".526","51.3","57.6","8.9","13.0",".489","17.5","40.7",".290",2012,"NCAA","Kansas State "
"4463","Kansas ","39","32","7",".821","21.72","9.93","2867","2407","67.3","108.8",".398",".296",".556","52.1","57.4","10.8","15.0",".523","16.4","34.9",".275",2012,"NCAA","Kansas "
"4468","Kentucky ","40","38","2",".950","24.73","7.93","3095","2423","66.4","116.5",".417",".265",".575","52.9","48.4","9.1","20.4",".538","14.2","37.1",".302",2012,"NCAA","Kentucky "
"4471","Lamar ","35","23","12",".657","2.41","-3.77","2573","2296","68.7","106.6",".410",".218",".516","51.7","49.7","11.7","10.5",".469","14.4","37.8",".295",2012,"NCAA","Lamar "
"4472","Lehigh ","35","27","8",".771","4.27","-5.14","2648","2288","68.1","110.3",".378",".358",".553","47.9","50.6","11.2","8.0",".507","14.0","31.7",".291",2012,"NCAA","Lehigh "
"4475","Long Beach State ","34","25","9",".735","9.52","0.87","2510","2175","67.2","109.1",".420",".329",".556","50.7","54.1","10.5","7.1",".527","16.3","34.7",".281",2012,"NCAA","Long Beach State "
"4476","Long Island University ","34","25","9",".735","-1.34","-5.10","2769","2641","74.8","108.5",".497",".312",".577","48.6","54.3","8.1","6.7",".532","18.5","34.2",".363",2012,"NCAA","Long Island University "
"4482","Louisville ","40","30","10",".750","16.19","9.02","2727","2440","67.0","100.5",".362",".321",".510","49.7","55.2","13.0","12.8",".473","17.4","35.7",".249",2012,"NCAA","Louisville "
"4485","Loyola (MD) ","33","24","9",".727","0.37","-2.72","2222","2120","65.3","103.1",".429",".273",".520","49.6","52.1","11.8","11.7",".472","17.2","38.1",".309",2012,"NCAA","Loyola (MD) "
"4491","Marquette ","35","27","8",".771","16.92","7.50","2638","2308","70.7","106.6",".409",".293",".543","47.4","63.1","12.3","8.8",".501","16.0","33.9",".295",2012,"NCAA","Marquette "
"4498","Memphis ","35","26","9",".743","16.86","5.26","2614","2208","67.1","110.1",".413",".269",".575","48.7","54.1","11.7","14.6",".540","16.3","31.3",".296",2012,"NCAA","Memphis "
"4502","Michigan State ","37","29","8",".784","21.32","9.82","2651","2195","65.1","109.7",".377",".276",".559","54.1","59.0","11.0","12.4",".527","16.7","36.1",".264",2012,"NCAA","Michigan State "
"4503","Michigan ","34","24","10",".706","13.19","8.98","2255","2090","61.2","107.2",".283",".443",".559","47.3","53.3","8.0","6.1",".532","15.5","28.0",".204",2012,"NCAA","Michigan "
"4508","Mississippi Valley State ","34","21","13",".618","-8.03","-7.65","2332","2345","70.0","96.9",".350",".384",".494","47.4","55.5","12.5","7.0",".463","17.8","33.9",".225",2012,"NCAA","Mississippi Valley State "
"4514","Missouri ","35","30","5",".857","19.77","5.68","2814","2321","66.4","120.7",".375",".379",".614","48.0","57.7","12.2","7.2",".580","13.5","30.4",".287",2012,"NCAA","Missouri "
"4517","Montana ","32","25","7",".781","4.55","-3.39","2239","1985","66.1","105.4",".398",".310",".557","47.0","55.8","10.8","9.7",".520","16.6","28.3",".285",2012,"NCAA","Montana "
"4521","Murray State ","33","31","2",".939","8.74","-2.60","2412","2001","66.1","109.8",".439",".349",".576","49.2","51.5","12.6","11.0",".537","18.0","34.9",".318",2012,"NCAA","Murray State "
"4524","Nevada-Las Vegas ","35","26","9",".743","13.55","4.37","2671","2307","69.3","108.2",".356",".387",".554","50.2","65.4","12.1","12.5",".527","16.2","32.8",".241",2012,"NCAA","Nevada-Las Vegas "
"4527","New Mexico State ","36","26","10",".722","8.73","0.08","2812","2459","70.7","110.1",".517",".247",".552","54.6","51.3","9.5","10.8",".515","17.3","41.1",".346",2012,"NCAA","New Mexico State "
"4528","New Mexico ","35","28","7",".800","15.60","3.34","2545","2076","66.3","109.3",".394",".368",".565","52.7","65.4","10.3","9.6",".531","17.2","34.7",".279",2012,"NCAA","New Mexico "
"4534","Norfolk State ","36","26","10",".722","-3.68","-5.39","2482","2416","68.4","99.8",".419",".321",".523","48.9","49.5","9.6","12.3",".490","18.5","34.2",".275",2012,"NCAA","Norfolk State "
"4535","North Carolina-Asheville ","34","24","10",".706","3.06","-2.72","2745","2426","70.5","114.0",".468",".330",".589","49.1","61.5","11.8","6.9",".541","16.4","34.4",".358",2012,"NCAA","North Carolina-Asheville "
"4539","North Carolina State ","37","24","13",".649","12.10","6.80","2697","2501","67.7","107.3",".363",".261",".539","51.0","59.1","9.9","10.5",".504","15.8","35.8",".255",2012,"NCAA","North Carolina State "
"4541","North Carolina ","38","32","6",".842","21.34","7.07","3091","2549","72.8","111.3",".373",".235",".531","54.8","58.1","9.3","14.0",".498","13.3","39.1",".254",2012,"NCAA","North Carolina "
"4553","Notre Dame ","34","22","12",".647","11.18","6.47","2257","2097","61.6","106.3",".374",".369",".532","47.4","63.6","8.3","8.3",".495","13.9","30.5",".263",2012,"NCAA","Notre Dame "
"4557","Ohio State ","39","31","8",".795","23.95","9.07","2913","2333","66.9","111.6",".381",".269",".556","53.7","53.7","10.8","9.3",".521","14.6","34.9",".270",2012,"NCAA","Ohio State "
"4558","Ohio ","37","29","8",".784","7.17","0.17","2597","2311","66.8","104.4",".355",".384",".527","46.7","54.2","14.0","8.5",".494","16.3","33.9",".245",2012,"NCAA","Ohio "
"4578","Purdue ","35","22","13",".629","13.88","8.05","2514","2310","64.6","111.2",".341",".373",".536","46.6","52.9","10.0","8.9",".511","11.5","31.8",".224",2012,"NCAA","Purdue "
"4591","Saint Louis ","34","26","8",".765","15.15","4.06","2336","1960","63.2","108.3",".360",".366",".550","48.4","56.4","10.9","8.0",".515","15.2","31.6",".259",2012,"NCAA","Saint Louis "
"4592","Saint Mary's (CA) ","33","27","6",".818","11.26","0.78","2467","2068","64.8","115.0",".385",".394",".576","54.2","60.7","10.6","7.8",".541","15.2","35.9",".281",2012,"NCAA","Saint Mary's (CA) "
"4596","San Diego State ","34","26","8",".765","9.04","3.79","2416","2166","66.6","105.1",".369",".304",".540","51.1","48.3","8.2","6.4",".505","16.0","31.5",".259",2012,"NCAA","San Diego State "
"4611","South Dakota State ","35","27","8",".771","7.34","-1.87","2689","2329","66.1","114.9",".399",".371",".576","48.9","54.5","10.1","4.9",".540","13.7","31.2",".290",2012,"NCAA","South Dakota State "
"4613","South Florida ","36","22","14",".611","9.20","7.29","2134","2037","59.7","98.6",".338",".303",".521","50.5","54.8","9.2","10.8",".485","19.1","34.2",".239",2012,"NCAA","South Florida "
"4622","Southern Mississippi ","34","25","9",".735","7.79","3.61","2426","2212","64.5","107.9",".394",".304",".517","50.9","45.7","9.1","8.1",".469","13.8","37.2",".290",2012,"NCAA","Southern Mississippi "
"4625","St. Bonaventure ","32","20","12",".625","8.25","2.84","2254","2081","65.0","107.0",".421",".299",".557","51.8","57.7","8.8","11.5",".508","17.8","35.5",".320",2012,"NCAA","St. Bonaventure "
"4632","Syracuse ","37","34","3",".919","21.12","8.02","2742","2257","65.2","113.3",".329",".310",".550","46.7","56.1","14.0","19.4",".521","13.5","36.3",".230",2012,"NCAA","Syracuse "
"4633","Temple ","32","24","8",".750","10.44","4.94","2401","2225","67.6","108.8",".342",".313",".563","48.4","57.3","10.4","10.1",".531","15.8","31.5",".246",2012,"NCAA","Temple "
"4650","Texas ","34","20","14",".588","14.00","8.12","2470","2270","66.7","108.1",".426",".312",".533","49.6","50.1","10.1","9.7",".485","15.5","38.5",".312",2012,"NCAA","Texas "
"4661","Vanderbilt ","36","25","11",".694","15.71","8.04","2615","2339","65.5","109.7",".401",".412",".572","48.6","51.8","9.0","10.4",".541","16.9","31.6",".280",2012,"NCAA","Vanderbilt "
"4662","Vermont ","36","24","12",".667","0.98","-5.19","2415","2193","63.2","105.0",".373",".293",".536","50.2","56.0","9.6","6.5",".493","16.5","34.3",".276",2012,"NCAA","Vermont "
"4666","Virginia Commonwealth ","36","29","7",".806","8.79","0.63","2448","2154","65.2","103.6",".363",".392",".512","46.8","51.7","16.0","10.4",".476","14.7","33.4",".249",2012,"NCAA","Virginia Commonwealth "
"4669","Virginia ","32","22","10",".688","12.51","4.23","2000","1735","61.1","101.9",".354",".298",".543","49.9","54.6","10.5","8.2",".507","16.6","27.1",".256",2012,"NCAA","Virginia "
"4675","West Virginia ","33","19","14",".576","12.13","7.53","2346","2194","64.8","106.8",".386",".305",".518","52.1","56.9","9.6","6.7",".483","15.7","40.9",".259",2012,"NCAA","West Virginia "
"4678","Western Kentucky ","35","16","19",".457","-2.66","0.51","2272","2383","68.4","94.2",".402",".327",".489","48.1","50.1","8.1","10.1",".444","18.7","34.1",".276",2012,"NCAA","Western Kentucky "
"4680","Wichita State ","33","27","6",".818","17.42","3.80","2545","2060","67.0","113.3",".347",".328",".577","52.8","53.2","9.3","10.4",".543","15.5","33.5",".260",2012,"NCAA","Wichita State "
"4683","Wisconsin ","36","26","10",".722","19.04","8.24","2304","1915","58.6","108.4",".307",".413",".536","49.8","53.7","8.5","9.1",".501","13.0","30.6",".227",2012,"NCAA","Wisconsin "
"4689","Xavier ","36","23","13",".639","9.59","6.22","2543","2422","67.5","103.6",".412",".252",".535","49.1","52.4","8.8","10.2",".497","15.9","31.3",".287",2012,"NCAA","Xavier "
"4693","Akron ","33","26","7",".788","8.11","0.18","2369","2071","66.4","106.5",".362",".368",".539","51.9","56.9","10.4","14.7",".516","17.3","37.7",".233",2013,"NCAA","Akron "
"4698","Albany (NY) ","35","24","11",".686","-0.87","-4.53","2251","2123","62.8","102.1",".400",".329",".541","48.9","51.8","8.7","5.9",".496","18.4","31.7",".295",2013,"NCAA","Albany (NY) "
"4703","Arizona ","35","27","8",".771","17.30","7.47","2570","2226","66.8","109.5",".374",".375",".565","52.7","54.1","10.0","10.2",".525","16.8","35.0",".280",2013,"NCAA","Arizona "
"4715","Belmont ","33","26","7",".788","10.37","-0.96","2533","2129","68.1","112.3",".328",".395",".594","46.8","57.0","14.3","8.0",".567","17.1","29.9",".240",2013,"NCAA","Belmont "
"4718","Boise State ","32","21","11",".656","9.44","5.27","2343","2095","66.3","109.9",".334",".356",".565","51.1","51.3","9.9","5.4",".530","15.7","31.5",".249",2013,"NCAA","Boise State "
"4726","Bucknell ","34","28","6",".824","6.95","-1.96","2277","1966","62.6","107.0",".361",".242",".538","52.3","55.6","5.5","10.8",".496","13.2","29.3",".268",2013,"NCAA","Bucknell "
"4728","Butler ","36","27","9",".750","10.99","6.08","2495","2299","64.9","106.4",".385",".356",".546","53.4","53.5","8.8","7.0",".512","17.2","36.3",".268",2013,"NCAA","Butler "
"4739","University of California ","33","21","12",".636","10.65","7.77","2218","2123","66.5","100.7",".312",".236",".515","50.0","56.2","8.7","11.4",".480","16.2","32.5",".223",2013,"NCAA","University of California "
"4750","Cincinnati ","34","22","12",".647","14.46","6.93","2262","2006","64.9","101.4",".355",".371",".493","51.7","52.5","10.8","16.1",".462","15.8","38.7",".229",2013,"NCAA","Cincinnati "
"4759","Colorado State ","35","26","9",".743","13.65","5.89","2553","2229","64.6","112.6",".436",".271",".539","56.9","50.5","7.1","6.4",".495","14.1","41.2",".312",2013,"NCAA","Colorado State "
